surface,rooms,floor,balcony,parking,age,district,price
216,2,6,1,0,53,populaire,781767.9807281229
223,5,6,0,1,9,centre,979064.2165972566
163,6,14,1,1,37,populaire,658979.440554447
237,7,4,0,1,30,luxe,1100874.1098490425
237,5,2,0,1,28,centre,947651.8404090131
195,4,1,1,0,24,calme,753537.9827105
104,1,14,0,0,31,calme,402609.98097988986
58,3,14,1,0,16,calme,319636.7802200238
119,7,3,0,0,44,populaire,516092.0829737502
52,1,13,0,0,48,populaire,161000.35683495668
241,3,14,0,1,17,populaire,850269.0223511163
120,2,12,1,0,74,populaire,351907.9119579883
42,2,3,0,0,51,centre,175866.69554897852
29,5,10,0,1,19,calme,188149.48350668701
88,6,7,0,0,61,luxe,443979.4259761756
119,2,7,1,0,12,centre,540069.88380741
53,5,12,1,0,42,calme,229702.64535234246
199,7,4,0,1,20,calme,829198.5687829653
242,1,12,0,0,5,centre,985638.6752520216
157,2,5,1,1,70,centre,605868.7719430575
166,1,7,0,1,52,centre,663341.959791103
205,1,14,0,1,51,luxe,894467.326753421
115,6,0,0,1,68,calme,480850.28100866283
20,2,4,0,0,8,luxe,243306.0146629438
88,1,3,0,1,73,luxe,392567.40711997385
23,6,3,0,0,45,luxe,254733.06637286826
35,6,10,1,1,74,luxe,308803.6722925231
43,2,1,0,0,70,luxe,256695.33702861296
99,6,9,0,0,29,centre,445755.9453627338
21,2,0,1,0,42,luxe,170961.19980404794
239,2,13,1,0,58,populaire,759019.5235635985
147,3,14,1,0,37,centre,577880.7517416703
179,1,5,1,0,33,calme,613827.5823232699
238,4,6,0,0,45,calme,910738.804372163
103,2,4,1,0,31,centre,460033.826796366
171,1,14,0,0,15,luxe,772696.4102488912
159,7,7,1,0,38,centre,687216.8343072174
197,6,8,1,1,0,calme,783099.4563995943
182,5,10,1,0,56,calme,717550.170358873
143,2,10,0,0,19,centre,608291.9520685787
52,6,1,1,0,41,populaire,199374.57781996715
180,6,10,1,1,71,populaire,630958.024617926
208,6,12,1,1,33,populaire,773235.3407932831
198,6,3,0,0,49,calme,765693.5519389849
190,6,10,0,0,10,populaire,691976.5862218913
120,2,8,1,1,42,populaire,460886.81305598497
31,7,4,0,0,9,centre,305485.7893723446
86,4,2,1,0,7,luxe,536566.4921460816
84,3,5,0,1,71,luxe,435858.31505771825
180,6,14,1,1,18,centre,812209.7054106522
187,6,2,0,0,64,luxe,807450.4486637554
93,3,13,1,0,54,populaire,342882.8345864739
62,7,4,0,0,51,calme,327647.53061130224
63,7,2,0,1,2,populaire,309096.2855157895
48,2,5,1,0,52,centre,190029.32828739384
160,1,11,1,0,43,luxe,686172.491553413
31,5,9,0,1,47,centre,224962.85524445446
114,5,4,1,0,53,centre,528584.5445867894
65,1,13,1,0,15,populaire,312249.03107965074
149,2,8,1,0,29,luxe,695665.0072007147
54,5,2,1,0,27,calme,291041.1365173403
234,7,5,0,1,15,populaire,837571.3883718548
100,3,7,1,1,50,centre,437893.75813473575
109,1,6,0,1,32,centre,482163.86307103554
27,7,5,0,0,24,luxe,238927.93195881235
112,4,13,1,0,17,centre,543389.0802040708
173,2,14,1,0,25,centre,712134.8241278956
221,1,1,0,0,5,populaire,761861.7565507255
109,5,14,1,1,37,luxe,586051.8582874765
181,2,6,1,0,43,populaire,633196.9643503377
134,3,7,0,0,66,calme,518752.382148769
124,2,0,0,0,42,centre,514370.36140505597
154,2,14,0,1,5,populaire,603460.2592107783
215,3,8,1,0,77,populaire,733574.2773987129
77,6,3,1,0,63,luxe,436981.2593671723
133,3,7,0,0,79,centre,497360.84446593357
94,7,14,0,0,12,populaire,422716.4302364602
176,2,9,1,0,64,centre,658458.1059658503
139,3,6,1,1,37,calme,581522.7087676775
183,6,13,1,0,63,centre,772722.6637853528
236,7,12,0,0,13,centre,955502.1717768841
40,1,9,1,0,16,populaire,118676.71852967361
183,3,6,1,0,76,luxe,786810.2713556931
157,3,1,0,0,12,luxe,725826.5595354113
120,2,0,1,1,72,luxe,563780.7441485577
220,7,3,0,0,5,calme,874546.3891287365
171,1,11,1,1,5,calme,746468.1822090198
211,4,1,0,1,36,populaire,762169.7862243825
246,4,7,0,0,56,luxe,1049340.985944209
196,5,9,0,0,52,calme,734097.9109262872
118,3,6,1,1,45,luxe,624959.988971478
55,3,7,1,0,77,luxe,315040.555947501
229,1,10,1,1,3,calme,893624.1960470836
115,6,5,1,1,33,luxe,587812.9415094312
171,4,0,0,0,65,centre,667146.6953010932
170,5,13,1,0,62,populaire,573289.7564372967
209,1,12,1,1,60,calme,762000.8407256562
243,3,12,0,0,41,calme,862887.9095041449
56,4,11,0,1,77,luxe,294099.0791127411
31,7,8,0,1,63,calme,189013.1846911879
132,5,5,0,0,16,centre,564586.6370461177
202,2,11,1,1,60,luxe,883909.3980997889
32,4,12,0,1,29,centre,245459.5250297758
42,5,9,1,1,42,populaire,219355.1921197118
236,1,0,1,1,6,populaire,902790.2162696488
118,2,0,0,1,72,centre,495454.7257789052
124,5,7,0,1,45,luxe,623901.1977055753
49,5,5,0,0,22,populaire,209686.98570690962
36,3,7,0,1,35,luxe,344392.1919623166
132,6,7,0,1,13,luxe,677905.254899534
81,4,14,1,0,19,populaire,354351.995422481
103,3,10,0,0,55,populaire,374691.16025521606
131,7,13,1,0,31,centre,620970.7360080744
236,2,7,0,1,24,luxe,1020060.1485618612
105,6,9,1,0,48,centre,553873.7330871694
160,5,14,1,1,56,calme,638249.0660703781
206,3,6,1,1,26,calme,803925.0881674495
38,6,6,0,1,26,calme,255679.21424525365
196,7,9,0,1,45,calme,762417.9797549918
119,4,3,0,0,44,populaire,396293.0779282072
159,7,8,1,1,25,populaire,595934.5991236755
208,2,11,1,1,13,centre,815210.7500591297
166,1,1,0,1,47,populaire,553210.1937392693
95,3,10,0,1,14,populaire,328502.3818525083
28,2,8,1,1,50,populaire,71352.46959512317
218,1,9,1,1,53,calme,843715.5805031151
47,3,2,0,0,10,centre,273593.49302979815
225,2,13,0,0,74,luxe,908391.0587504028
242,7,12,0,1,27,luxe,1072835.2380989755
147,2,14,1,1,54,luxe,739661.2599426233
71,6,1,1,1,68,calme,384653.45379259705
102,7,12,0,1,71,populaire,398195.7485835245
130,3,3,0,1,25,populaire,387023.5306171068
163,2,4,0,0,69,luxe,678463.9182312718
136,5,1,0,1,31,luxe,635304.0477947226
88,3,12,0,0,47,centre,381532.3337784882
118,2,14,1,0,11,calme,519432.38560084073
159,6,0,0,0,69,populaire,530672.2940902953
44,1,9,1,0,76,luxe,229890.67749946075
199,1,10,1,0,60,luxe,810732.9569501348
142,5,4,1,1,33,centre,671443.8953551982
232,3,8,1,1,44,populaire,876680.516978316
247,6,14,1,1,59,populaire,949449.8652253972
72,2,11,1,1,64,centre,304468.9718602037
170,2,11,1,0,70,centre,651444.051392603
163,1,14,1,0,12,populaire,569672.6784822962
76,6,4,0,1,77,centre,376999.5262384609
58,7,11,0,0,47,luxe,389168.02213943243
128,5,10,0,1,48,populaire,439573.0583631405
200,1,9,0,0,57,calme,755380.5051981834
61,1,8,0,0,72,populaire,130154.82295570534
205,5,13,1,0,69,centre,849833.7698713306
186,3,12,1,0,60,calme,681695.0740161597
161,2,11,1,1,25,luxe,789116.7703664963
242,3,9,1,0,38,luxe,1012294.4737775524
141,6,5,1,1,57,luxe,660311.2999499099
152,7,2,0,1,26,centre,714549.617825158
182,4,3,0,0,39,populaire,602775.3546785738
234,4,3,1,1,30,centre,953287.001613373
240,4,0,0,1,2,populaire,839020.739656534
94,5,2,0,1,14,centre,427656.4781574193
165,1,2,0,1,53,luxe,754653.0449432128
95,7,12,0,0,69,centre,441693.6626405141
28,3,13,0,0,10,populaire,120826.74430335047
93,2,0,1,0,29,luxe,468820.3963368082
205,4,12,0,0,34,luxe,874159.1887273537
164,3,8,0,1,42,calme,655490.6982072099
249,4,10,1,1,60,populaire,929112.0728499226
26,7,0,1,0,39,calme,201525.8749458434
193,4,8,1,0,41,calme,763820.5804399744
160,2,0,1,1,41,calme,604583.8905536162
187,6,1,1,0,2,luxe,898550.134296325
189,6,1,1,1,77,calme,779968.8772555769
156,7,13,1,0,20,populaire,609021.9463475381
197,6,5,1,1,72,populaire,713273.6364019344
46,5,6,0,1,76,calme,247807.17899409536
141,1,10,1,0,52,calme,585008.2791070436
213,5,0,1,0,43,calme,811694.656657225
24,3,2,0,0,45,calme,138446.47406535293
48,5,1,1,1,36,calme,251375.12454930344
184,3,7,1,0,37,calme,715732.4579886171
185,3,8,1,0,37,centre,744206.2853814528
102,1,12,1,0,10,luxe,581247.874300952
155,2,1,0,0,44,luxe,720790.6925677168
128,7,1,0,0,63,luxe,570810.4737762617
84,1,9,1,1,43,calme,350850.66822809505
105,7,14,0,0,61,centre,468266.61260343035
164,6,8,0,0,60,luxe,730432.229063729
90,6,13,0,0,11,populaire,362742.704410424
236,5,3,0,0,8,luxe,997960.7194670693
64,3,4,0,1,66,luxe,374378.71397338895
151,4,12,0,1,73,luxe,654540.6277929202
55,4,10,1,0,1,luxe,442984.6683407756
89,7,8,1,0,7,populaire,394313.9691946514
178,3,5,0,0,42,calme,629165.3361989254
38,7,9,0,1,17,populaire,170578.71198794752
208,1,11,0,1,51,populaire,732459.5924429229
127,2,8,1,0,38,calme,476386.2022720003
201,1,8,1,1,30,populaire,760920.1186945802
186,3,6,1,1,13,populaire,631296.6165728209
110,3,13,1,1,63,luxe,531435.9567539993
221,2,11,1,1,43,luxe,945968.1602649881
109,7,9,1,1,59,calme,484562.0664688887
38,5,8,0,1,1,luxe,387903.34486589284
58,5,4,1,0,31,calme,278942.5896328775
145,2,4,1,1,35,calme,565863.7191649472
214,5,11,1,0,54,centre,841808.8680167526
192,4,7,0,1,62,calme,700262.6808668533
160,5,9,1,0,68,populaire,533612.7148497963
239,5,3,0,1,79,calme,871165.6494982035
145,5,8,0,0,39,centre,559112.684431316
77,4,6,1,0,23,populaire,309600.1121607244
167,7,6,1,1,57,centre,726581.3385306156
239,5,12,1,0,27,luxe,1044978.1912062796
219,6,14,0,0,61,populaire,807633.4187657293
80,4,2,1,1,24,calme,392847.80494784436
146,2,3,0,0,6,centre,614828.6213694026
124,1,6,0,1,37,calme,498607.7157081582
186,2,10,1,0,70,luxe,767321.0953956428
20,1,10,1,0,44,populaire,68803.30122527086
150,2,13,1,1,31,calme,639629.1737959031
224,6,4,0,0,31,luxe,897587.4516295169
111,1,11,1,0,0,calme,528597.68330554
209,1,2,0,1,73,populaire,682522.8292840513
210,3,0,1,1,44,luxe,924318.176014027
132,1,6,0,1,63,luxe,623490.288917193
172,1,5,1,0,67,centre,645896.7823710267
75,3,9,1,0,6,populaire,287013.71245719487
180,5,14,0,1,37,luxe,849992.9811067291
185,5,6,0,0,69,populaire,703281.1231707418
136,3,14,1,0,52,calme,533982.9621653834
153,4,13,0,0,74,populaire,488278.41389738116
77,1,1,0,0,72,centre,329763.276190343
63,1,12,0,0,29,populaire,142890.61204504268
192,3,11,0,1,21,populaire,699720.6762352905
179,3,3,1,1,57,calme,661424.9360288661
192,4,1,0,0,72,centre,740866.7350162413
80,6,7,1,0,54,calme,359086.81687842414
66,5,6,1,0,45,luxe,379994.07451831957
168,2,0,1,1,25,calme,677414.4957741675
99,6,1,0,1,63,centre,420881.6398026556
137,7,1,1,1,79,centre,586077.8912832814
232,5,3,1,1,8,populaire,862185.7125690791
222,1,2,1,1,14,centre,916437.366714527
248,7,0,1,0,18,calme,961234.9521380132
183,6,11,1,0,15,centre,709765.7876204809
246,3,13,0,0,24,luxe,1009543.0021564787
166,4,1,1,0,50,centre,669895.2996150466
39,5,10,0,1,76,centre,210711.75543624227
204,4,8,1,0,45,calme,815765.3830235708
165,7,12,1,0,6,populaire,629874.6332282304
66,5,0,0,0,33,populaire,245301.14636649436
68,6,8,0,0,57,calme,321237.46000816714
33,1,6,1,1,77,populaire,80784.73275649232
162,2,1,1,1,22,luxe,764270.2927357623
178,4,1,1,0,22,luxe,803955.2918736519
20,4,4,1,0,16,populaire,105265.82770516182
136,2,12,1,0,12,calme,548417.7791577855
73,4,4,0,0,26,calme,324289.1292533683
137,4,3,1,1,65,populaire,466866.0575076104
22,5,11,1,1,29,centre,226357.8102345289
163,5,9,0,0,3,populaire,595547.9879300975
234,2,9,0,0,66,luxe,934492.1559650295
204,7,12,1,1,13,luxe,1025263.0218660838
222,1,11,0,1,10,centre,891759.0447266268
31,6,2,0,0,39,luxe,311700.23742979835
93,6,3,0,0,2,calme,445215.09276461584
243,7,9,1,0,0,centre,1040908.577581675
35,4,3,1,1,8,centre,284076.60822112596
219,1,1,1,1,72,centre,822131.8035685311
121,2,4,0,1,75,calme,419038.8322500439
223,7,14,1,1,0,luxe,1115041.9285966014
171,2,4,1,1,15,populaire,658239.0735189291
175,5,4,0,0,71,luxe,750792.9882913413
136,4,10,1,0,45,populaire,488073.3400285387
27,3,14,0,0,9,centre,240476.01472913567
141,2,10,0,0,32,populaire,449757.4536371968
111,7,9,0,1,40,luxe,583016.5640875695
183,4,0,0,0,50,calme,614194.0894487841
109,1,5,1,1,21,luxe,559154.5597742044
155,7,10,1,1,15,calme,728245.7868303927
205,5,1,1,0,74,calme,742039.508388816
79,6,6,0,0,61,calme,393223.4020850652
197,1,3,1,0,52,populaire,635431.5327805533
47,2,14,1,0,74,centre,238839.5482446931
239,2,4,0,0,13,centre,923150.450382045
120,1,4,0,0,58,centre,392830.06496067
60,2,4,1,1,25,calme,279742.1122484123
247,7,1,0,1,43,populaire,868262.9133813723
211,4,4,1,1,19,populaire,789537.5623952852
174,2,2,0,0,4,populaire,647274.6700068838
210,5,3,0,1,64,luxe,886414.9034764593
164,4,12,1,0,10,populaire,634141.0914178588
220,7,1,0,0,46,populaire,769598.4282149648
180,3,3,0,1,9,populaire,683922.8303237782
231,2,12,0,1,60,centre,960919.0598142679
224,2,8,1,0,44,calme,875548.9126918878
239,5,7,1,0,46,luxe,1001012.3430369224
176,7,12,1,1,33,centre,833430.1901010952
160,5,13,0,1,12,populaire,633006.8352624301
65,6,14,0,1,22,calme,390453.0859241685
54,7,10,0,1,35,calme,273210.2008677858
153,1,11,0,1,62,calme,562840.11870489
101,1,2,1,1,75,calme,372859.40760548157
134,1,0,1,0,46,populaire,426382.5414019682
216,5,0,0,1,65,luxe,919695.3885717916
66,1,5,1,0,79,populaire,163702.781661167
172,7,2,1,0,13,calme,707307.2919523868
213,1,3,1,1,52,populaire,710779.8357434677
29,3,0,0,1,65,calme,101938.90809420313
75,1,7,1,1,48,populaire,262749.9877898596
49,2,0,1,0,15,luxe,337224.61570656754
128,6,4,1,0,67,calme,487813.61125758546
24,5,5,1,1,42,populaire,72036.6854499463
138,4,14,1,1,76,centre,606156.0843600481
52,6,1,0,0,64,luxe,350270.0163712951
137,3,6,1,0,8,centre,580371.4118284985
84,5,6,1,1,20,populaire,354090.809919681
165,7,0,0,1,42,luxe,759145.7182556886
243,5,3,1,1,65,luxe,1048048.5201114042
196,2,11,0,0,3,luxe,860129.0200620969
30,7,12,0,0,6,populaire,158254.78373227184
104,6,3,0,1,57,luxe,546930.4122489635
45,6,4,0,1,3,luxe,379897.82242612715
82,1,0,1,1,19,centre,378342.10659866396
236,7,0,1,0,34,populaire,838557.9983425543
105,2,6,0,0,58,calme,368231.21762042126
78,1,8,1,0,44,populaire,238751.76453082962
46,1,0,0,1,13,populaire,158386.04306011501
196,5,1,1,1,21,luxe,897141.353245935
224,6,5,1,1,47,centre,936837.1509458523
180,1,14,0,0,29,centre,684396.634359479
117,3,14,1,0,28,populaire,497176.06618297356
124,3,5,0,0,35,calme,479664.38762112183
118,6,1,1,1,41,populaire,478139.3355298125
148,3,8,1,1,28,calme,625488.5859037495
168,5,3,1,0,6,calme,696620.280935951
74,2,12,0,1,31,populaire,285535.5836762733
25,4,6,0,1,12,luxe,307688.90038326284
239,1,5,0,0,12,luxe,989229.2559276978
228,4,10,1,0,53,calme,931812.2006405987
216,2,12,0,0,13,centre,900442.2535954835
114,2,10,0,0,5,luxe,536172.7611700237
152,5,2,0,0,15,luxe,752527.379876257
121,3,7,1,1,40,calme,504624.4459902904
22,3,6,1,0,51,calme,172099.16656734562
200,2,8,1,1,15,calme,786209.6211018085
42,5,2,1,1,4,luxe,311932.52693028765
248,5,0,0,0,23,luxe,1034463.2968351371
72,6,1,1,0,42,centre,318937.6217188451
184,7,11,0,1,64,centre,751578.2069792083
221,1,10,1,1,9,populaire,792377.1954157712
221,7,14,0,1,58,calme,884830.6382952123
102,3,11,0,0,34,luxe,532645.6355071045
164,2,0,1,1,30,centre,698201.4935761904
104,6,10,0,0,78,calme,422639.0645074731
97,4,4,0,0,10,calme,475740.46232243034
220,3,14,0,1,8,populaire,820047.8462901907
129,1,9,0,0,65,calme,469926.02307213366
20,5,13,1,1,43,centre,244538.9200948328
70,2,1,1,1,15,populaire,247624.0439086216
192,3,2,0,0,47,luxe,771075.9301882016
224,4,7,1,0,52,populaire,792052.4526166368
23,1,14,0,1,64,calme,102514.29875691357
209,1,9,0,0,47,calme,775906.4748017761
212,6,13,1,0,69,centre,876030.8620691854
132,3,4,0,1,45,calme,544673.2584959422
51,4,3,1,0,74,luxe,291924.34142809716
53,1,4,0,1,32,centre,254266.7697872699
111,2,9,1,1,51,calme,453709.57093298546
114,1,5,1,0,54,luxe,524655.5436374816
91,4,11,0,1,50,centre,444197.3398851685
58,5,6,1,0,39,calme,321804.6362411217
173,5,13,0,1,24,luxe,824508.0183798915
181,6,12,1,0,62,luxe,779833.0904196443
201,3,8,0,1,21,populaire,669894.8469582447
137,4,0,1,1,37,centre,558739.2152228326
22,6,3,1,0,8,populaire,90251.22806390269
142,7,11,1,0,36,luxe,738016.9284359458
69,1,11,0,0,4,populaire,248061.5718340851
31,7,8,1,0,21,populaire,170742.37754260545
212,1,4,0,0,11,populaire,750649.2753685438
73,5,7,1,0,59,centre,396387.75697679375
152,6,11,1,0,43,calme,620156.6123381288
241,5,0,0,0,21,populaire,874782.0984224234
241,2,3,1,0,5,calme,930065.6917302246
76,7,11,0,1,26,centre,385279.49710420653
164,7,13,0,0,54,calme,611470.3403910663
131,5,11,0,1,14,centre,606305.5361102935
66,2,8,0,0,63,calme,249907.3339830385
170,1,12,0,0,16,centre,707417.4598283841
226,6,0,1,1,2,luxe,1028069.7024689113
248,2,0,0,1,9,centre,928113.6217057192
104,6,3,1,0,62,calme,411965.0213815751
161,7,13,0,1,62,populaire,542372.8088376665
85,6,2,0,0,61,luxe,444359.6964105515
94,7,6,1,1,8,populaire,434814.8815552264
198,2,10,1,0,23,calme,777865.6864812961
122,7,2,0,1,31,populaire,454932.55715629907
185,3,0,0,0,2,populaire,667635.3505289124
211,7,11,1,1,32,centre,879905.7764560309
245,5,14,1,0,42,calme,929244.8454172764
57,2,10,0,1,11,populaire,178797.2434081285
69,1,9,0,0,31,populaire,202559.55984830557
117,6,1,0,0,19,populaire,409240.4685117051
101,4,9,1,0,66,calme,388234.1865077972
49,2,12,0,1,67,luxe,310347.8864380365
98,5,3,1,1,16,populaire,405480.96874202904
110,7,0,1,1,18,populaire,393092.83252178185
198,6,0,0,1,3,luxe,894202.2635264896
210,3,11,0,1,16,luxe,970352.395564615
245,1,13,1,0,63,luxe,1025368.8416770666
71,3,7,0,1,21,populaire,273171.4341999406
185,4,6,0,0,65,centre,716817.7162935035
244,2,13,1,0,41,calme,880182.5348717461
235,6,7,0,0,75,populaire,790297.7968684856
98,2,12,1,0,44,luxe,532663.3882834004
49,5,3,1,0,10,luxe,345164.88748961507
125,2,5,0,1,52,luxe,589840.4854196968
70,1,14,1,0,59,luxe,405707.1698462719
100,4,12,1,1,28,centre,502420.9338364325
152,3,2,0,0,19,calme,582535.444338516
48,4,10,1,0,4,centre,314226.91464383056
151,6,12,0,1,24,centre,703517.3511157851
157,2,7,1,1,33,calme,631337.8387738842
203,6,3,1,0,11,populaire,775334.3145364339
164,3,2,1,0,27,populaire,564994.781398698
93,6,3,1,0,5,centre,471876.4249115516
36,5,5,1,1,18,calme,259467.38369132107
103,4,10,1,1,11,luxe,567743.7691387325
235,3,6,1,0,24,calme,861639.3498036247
88,3,6,0,1,12,populaire,406184.7154195976
53,7,13,1,1,75,centre,334181.35506436904
25,3,14,0,1,2,luxe,306130.76440409676
72,7,11,1,1,23,populaire,315161.0310538163
213,1,3,1,1,7,luxe,911933.1708869815
224,7,7,0,1,44,calme,882555.3014931878
145,4,6,0,1,71,calme,545638.044025227
62,6,1,0,0,0,populaire,272163.10213111254
222,7,12,1,1,2,populaire,845023.5207745972
134,3,7,0,1,64,luxe,581246.1815782154
130,4,8,1,0,14,luxe,669800.6994241015
170,7,4,1,1,49,calme,710594.8756375966
202,7,14,0,1,19,centre,913110.0156134185
99,3,3,1,1,2,luxe,615348.8476710626
114,5,3,0,1,60,calme,446919.79846059094
222,5,12,0,0,14,centre,937126.7568771478
137,7,3,0,1,58,populaire,466281.43293248786
163,5,5,0,0,53,populaire,479932.89654034085
27,2,10,1,1,59,luxe,231123.64415471698
151,3,3,1,1,36,centre,629125.3612281939
123,2,6,0,1,20,calme,567017.988054926
151,4,6,0,1,22,luxe,678609.5538907935
203,2,4,1,0,17,calme,798732.0937834582
44,4,12,1,0,16,centre,279254.1089896651
214,7,4,0,0,30,luxe,961929.89854077
115,4,14,1,0,63,centre,503769.17655926384
214,4,9,1,0,47,centre,827558.1115266382
174,6,7,1,1,25,centre,803734.0591433675
112,2,6,1,0,21,calme,471462.1346658699
179,6,13,0,0,44,populaire,648061.8103939814
197,7,6,1,1,35,luxe,930312.4719193974
80,3,5,0,0,63,calme,284264.5920226633
141,2,6,0,1,34,centre,533514.0855182383
70,3,6,0,0,74,calme,256363.17204304674
166,3,9,1,1,26,centre,784799.1940669402
40,4,13,1,0,67,centre,259358.570173352
24,2,1,0,1,16,centre,198794.64169334172
229,3,13,1,0,69,centre,895063.0611906248
111,5,9,0,0,10,calme,486464.4495843106
189,3,1,0,1,4,centre,722286.4310162407
80,5,13,1,1,57,calme,342452.95802507305
41,2,9,1,1,56,calme,198594.11137557292
168,7,6,1,0,73,populaire,619700.9163942167
89,6,13,0,1,79,calme,433422.14568450954
20,2,9,0,0,73,populaire,-17286.20162257613
152,6,6,1,1,73,populaire,565694.1404834265
31,6,6,0,0,13,populaire,80594.71697927854
109,2,4,0,1,71,calme,388557.5419849712
65,3,0,0,1,0,populaire,256657.06011415133
53,1,13,1,0,15,luxe,422058.613846452
196,3,1,1,1,25,centre,783515.3308070953
97,3,12,1,1,48,calme,410057.2841485488
237,7,8,0,1,41,centre,1004270.675265456
64,4,7,1,0,69,calme,241996.50949610217
174,4,7,0,0,65,populaire,562123.8306866479
92,3,9,0,1,52,luxe,444756.3194004131
45,5,0,0,1,8,populaire,218198.920271416
66,7,5,1,0,68,calme,255010.43847071653
140,6,14,0,0,39,populaire,550570.8738545647
233,4,14,1,1,55,luxe,976054.1733546796
75,3,8,0,0,4,centre,361779.98759741714
113,7,14,1,1,55,centre,518327.6651287068
126,1,7,1,1,71,populaire,400512.5259219999
82,5,2,1,0,4,calme,424298.09311499435
67,2,3,1,0,68,calme,226544.44919293554
80,3,14,1,0,51,centre,352584.3903265292
100,7,2,1,0,72,luxe,516470.3108878737
45,3,5,1,0,32,populaire,158510.13828232465
55,6,13,1,0,21,populaire,272850.76740001194
20,5,8,0,0,14,centre,162546.3604047263
27,4,14,0,0,64,calme,145639.28483456618
132,4,7,0,1,70,populaire,483196.2532684355
118,4,14,0,1,22,calme,488552.44096596475
199,2,14,0,0,5,calme,785217.1768084731
226,7,12,1,1,57,centre,912488.0987795248
66,5,9,1,1,25,calme,381857.7652373689
146,5,3,1,1,11,luxe,791766.3550169796
75,4,14,1,1,76,luxe,403778.02139916766
233,4,1,1,1,76,centre,905248.1146333569
33,6,12,0,0,1,populaire,189214.5687218688
237,1,7,0,0,31,calme,866505.1546664931
47,1,7,1,0,49,luxe,297709.1569360666
234,3,13,0,0,60,centre,877860.9363697995
97,3,11,0,0,10,centre,414531.77846141346
235,5,10,1,0,67,calme,875631.6937632338
149,5,5,1,1,33,centre,689424.4762312085
128,2,13,0,0,79,populaire,428108.28709428187
173,2,7,0,1,7,calme,697889.3555652463
33,1,8,1,0,7,populaire,99844.60673543993
206,3,12,0,1,14,luxe,892584.7692281484
75,1,0,1,1,4,luxe,434954.5638584781
134,1,8,0,0,18,luxe,569696.9921114746
26,3,1,0,0,73,luxe,124311.32504429358
22,7,13,1,0,8,centre,219646.70380438247
130,2,12,0,0,56,populaire,432357.1943319489
170,6,0,1,1,53,centre,667845.5136313722
126,6,7,0,0,28,centre,576867.1702173904
